day,price,sub_category,main_category
2017-07-04,38000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-05,37900,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-06,37550,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-07,37550,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-10,37750,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-11,38000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-12,37850,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-13,38050,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-14,37850,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-17,37450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-18,37350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-19,37150,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-20,36450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-21,36850,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-24,35950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-25,35950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-26,35600,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-27,35300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-28,35000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-07-31,33900,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-01,33650,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-02,33500,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-03,33150,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-04,32650,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-07,31850,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-08,31650,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-09,31350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-10,31050,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-11,31000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-14,30250,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-15,30300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-16,29950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-18,29850,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-21,29250,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-22,29150,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-23,28950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-24,28850,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-25,28750,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-28,28250,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-29,28350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-30,28200,Bawang Merah Ukuran Sedang,Bawang Merah
2017-08-31,28450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-04,28250,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-05,27950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-06,28000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-07,28000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-08,27700,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-11,27800,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-12,27400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-13,27550,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-14,27600,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-15,27600,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-18,27100,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-19,27000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-20,26800,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-22,26800,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-25,26300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-26,26150,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-27,25950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-28,25900,Bawang Merah Ukuran Sedang,Bawang Merah
2017-09-29,26050,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-02,25250,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-03,25100,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-04,24800,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-05,24800,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-06,24650,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-09,24100,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-10,23950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-11,23800,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-12,23650,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-13,23700,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-16,23600,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-17,23450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-18,23250,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-19,23300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-20,23300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-23,23300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-24,23450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-25,23600,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-26,23500,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-27,23350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-30,23700,Bawang Merah Ukuran Sedang,Bawang Merah
2017-10-31,24000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-01,24450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-02,24350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-03,24350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-06,25000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-07,25600,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-08,25000,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-09,25400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-10,25500,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-13,25950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-14,25950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-15,26100,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-16,26050,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-17,26150,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-20,26450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-21,26600,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-22,26400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-23,26100,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-24,26250,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-27,26150,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-28,26400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-29,26450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-11-30,26300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-01,29050,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-04,26500,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-05,26550,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-06,26300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-07,26400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-08,26550,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-11,26400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-12,26350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-13,26350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-14,26350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-15,26400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-18,26300,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-19,26350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-20,26350,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-21,26450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-22,25950,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-27,26450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-28,26450,Bawang Merah Ukuran Sedang,Bawang Merah
2017-12-29,26400,Bawang Merah Ukuran Sedang,Bawang Merah
2017-01-03,39150,Bawang Putih,Bawang Putih
2017-01-04,39400,Bawang Putih,Bawang Putih
2017-01-05,39300,Bawang Putih,Bawang Putih
2017-01-06,39400,Bawang Putih,Bawang Putih
2017-01-09,38900,Bawang Putih,Bawang Putih
2017-01-10,38950,Bawang Putih,Bawang Putih
2017-01-11,39150,Bawang Putih,Bawang Putih
2017-01-12,39050,Bawang Putih,Bawang Putih
2017-01-13,39100,Bawang Putih,Bawang Putih
2017-01-16,38750,Bawang Putih,Bawang Putih
2017-01-17,38900,Bawang Putih,Bawang Putih
2017-01-18,38900,Bawang Putih,Bawang Putih
2017-01-19,38850,Bawang Putih,Bawang Putih
2017-01-20,38850,Bawang Putih,Bawang Putih
2017-01-23,38650,Bawang Putih,Bawang Putih
2017-01-24,38600,Bawang Putih,Bawang Putih
2017-01-25,38550,Bawang Putih,Bawang Putih
2017-01-26,38500,Bawang Putih,Bawang Putih
2017-01-27,38400,Bawang Putih,Bawang Putih
2017-01-30,38450,Bawang Putih,Bawang Putih
2017-01-31,38550,Bawang Putih,Bawang Putih
2017-02-01,38500,Bawang Putih,Bawang Putih
2017-02-02,38450,Bawang Putih,Bawang Putih
2017-02-03,38500,Bawang Putih,Bawang Putih
2017-02-06,38650,Bawang Putih,Bawang Putih
2017-02-07,38700,Bawang Putih,Bawang Putih
2017-02-08,38600,Bawang Putih,Bawang Putih
2017-02-09,38700,Bawang Putih,Bawang Putih
2017-02-10,39000,Bawang Putih,Bawang Putih
2017-02-13,39400,Bawang Putih,Bawang Putih
2017-02-14,39500,Bawang Putih,Bawang Putih
2017-02-15,40000,Bawang Putih,Bawang Putih
2017-02-16,39300,Bawang Putih,Bawang Putih
2017-02-17,39250,Bawang Putih,Bawang Putih
2017-02-20,39400,Bawang Putih,Bawang Putih
2017-02-21,39400,Bawang Putih,Bawang Putih
2017-02-22,39400,Bawang Putih,Bawang Putih
2017-02-23,39400,Bawang Putih,Bawang Putih
2017-02-24,39400,Bawang Putih,Bawang Putih
2017-02-27,39350,Bawang Putih,Bawang Putih
2017-02-28,39150,Bawang Putih,Bawang Putih
2017-03-01,39250,Bawang Putih,Bawang Putih
2017-03-02,39250,Bawang Putih,Bawang Putih
2017-03-03,39250,Bawang Putih,Bawang Putih
2017-03-06,39200,Bawang Putih,Bawang Putih
2017-03-07,39000,Bawang Putih,Bawang Putih
2017-03-08,39000,Bawang Putih,Bawang Putih
2017-03-09,39000,Bawang Putih,Bawang Putih
2017-03-10,39100,Bawang Putih,Bawang Putih
2017-03-13,38950,Bawang Putih,Bawang Putih
2017-03-14,38950,Bawang Putih,Bawang Putih
2017-03-15,38850,Bawang Putih,Bawang Putih
2017-03-16,38800,Bawang Putih,Bawang Putih
2017-03-17,38750,Bawang Putih,Bawang Putih
2017-03-20,38800,Bawang Putih,Bawang Putih
2017-03-21,38750,Bawang Putih,Bawang Putih
2017-03-22,38450,Bawang Putih,Bawang Putih
2017-03-23,38350,Bawang Putih,Bawang Putih
2017-03-24,38300,Bawang Putih,Bawang Putih
2017-03-27,38400,Bawang Putih,Bawang Putih
2017-03-29,38350,Bawang Putih,Bawang Putih
2017-03-30,38300,Bawang Putih,Bawang Putih
2017-03-31,38300,Bawang Putih,Bawang Putih
2017-04-03,39050,Bawang Putih,Bawang Putih
2017-04-04,39250,Bawang Putih,Bawang Putih
2017-04-05,39650,Bawang Putih,Bawang Putih
2017-04-06,39600,Bawang Putih,Bawang Putih
2017-04-07,39700,Bawang Putih,Bawang Putih
2017-04-10,40250,Bawang Putih,Bawang Putih
2017-04-11,40250,Bawang Putih,Bawang Putih
2017-04-12,40700,Bawang Putih,Bawang Putih
2017-04-13,40900,Bawang Putih,Bawang Putih
2017-04-17,41100,Bawang Putih,Bawang Putih
2017-04-18,41000,Bawang Putih,Bawang Putih
2017-04-19,40700,Bawang Putih,Bawang Putih
2017-04-20,41350,Bawang Putih,Bawang Putih
2017-04-21,41800,Bawang Putih,Bawang Putih
2017-04-25,45200,Bawang Putih,Bawang Putih
2017-04-26,46450,Bawang Putih,Bawang Putih
2017-04-27,47200,Bawang Putih,Bawang Putih
2017-04-28,47850,Bawang Putih,Bawang Putih
2017-05-02,50150,Bawang Putih,Bawang Putih
2017-05-03,51100,Bawang Putih,Bawang Putih
2017-05-04,51550,Bawang Putih,Bawang Putih
2017-05-05,51500,Bawang Putih,Bawang Putih
2017-05-08,52200,Bawang Putih,Bawang Putih
2017-05-09,52850,Bawang Putih,Bawang Putih
2017-05-10,52950,Bawang Putih,Bawang Putih
2017-05-12,53000,Bawang Putih,Bawang Putih
2017-05-15,53700,Bawang Putih,Bawang Putih
2017-05-16,54150,Bawang Putih,Bawang Putih
2017-05-17,53900,Bawang Putih,Bawang Putih
2017-05-18,53950,Bawang Putih,Bawang Putih
2017-05-19,54200,Bawang Putih,Bawang Putih
2017-05-22,54500,Bawang Putih,Bawang Putih
2017-05-23,54750,Bawang Putih,Bawang Putih
2017-05-24,54850,Bawang Putih,Bawang Putih
2017-05-26,56150,Bawang Putih,Bawang Putih
2017-05-29,55350,Bawang Putih,Bawang Putih
2017-05-30,54750,Bawang Putih,Bawang Putih
2017-05-31,54200,Bawang Putih,Bawang Putih
2017-06-02,53350,Bawang Putih,Bawang Putih
2017-06-05,52800,Bawang Putih,Bawang Putih
2017-06-06,52850,Bawang Putih,Bawang Putih
2017-06-07,52250,Bawang Putih,Bawang Putih
2017-06-08,51000,Bawang Putih,Bawang Putih
2017-06-09,51700,Bawang Putih,Bawang Putih
2017-06-12,49700,Bawang Putih,Bawang Putih
2017-06-13,48900,Bawang Putih,Bawang Putih
2017-06-14,47950,Bawang Putih,Bawang Putih
2017-06-15,46750,Bawang Putih,Bawang Putih
2017-06-16,46600,Bawang Putih,Bawang Putih
2017-06-19,44300,Bawang Putih,Bawang Putih
2017-06-20,43700,Bawang Putih,Bawang Putih
2017-06-21,42600,Bawang Putih,Bawang Putih
2017-06-22,42500,Bawang Putih,Bawang Putih
2017-06-23,66250,Bawang Putih,Bawang Putih
2017-07-03,39400,Bawang Putih,Bawang Putih
2017-07-04,38600,Bawang Putih,Bawang Putih
2017-07-05,38750,Bawang Putih,Bawang Putih
2017-07-06,38050,Bawang Putih,Bawang Putih
2017-07-07,37900,Bawang Putih,Bawang Putih
2017-07-10,36450,Bawang Putih,Bawang Putih
2017-07-11,36350,Bawang Putih,Bawang Putih
2017-07-12,36400,Bawang Putih,Bawang Putih
2017-07-13,36250,Bawang Putih,Bawang Putih
2017-07-14,36150,Bawang Putih,Bawang Putih
2017-07-17,36000,Bawang Putih,Bawang Putih
2017-07-18,35850,Bawang Putih,Bawang Putih
2017-07-19,35800,Bawang Putih,Bawang Putih
2017-07-20,35150,Bawang Putih,Bawang Putih
2017-07-21,35500,Bawang Putih,Bawang Putih
2017-07-24,35000,Bawang Putih,Bawang Putih
2017-07-25,35100,Bawang Putih,Bawang Putih
2017-07-26,35050,Bawang Putih,Bawang Putih
2017-07-27,35100,Bawang Putih,Bawang Putih
2017-07-28,34900,Bawang Putih,Bawang Putih
2017-07-31,34150,Bawang Putih,Bawang Putih
2017-08-01,34100,Bawang Putih,Bawang Putih
2017-08-02,33950,Bawang Putih,Bawang Putih
2017-08-03,33950,Bawang Putih,Bawang Putih
2017-08-04,33750,Bawang Putih,Bawang Putih
2017-08-07,33150,Bawang Putih,Bawang Putih
2017-08-08,32650,Bawang Putih,Bawang Putih
2017-08-09,32500,Bawang Putih,Bawang Putih
2017-08-10,32350,Bawang Putih,Bawang Putih
2017-08-11,32200,Bawang Putih,Bawang Putih
2017-08-14,31550,Bawang Putih,Bawang Putih
2017-08-15,31450,Bawang Putih,Bawang Putih
2017-08-16,31250,Bawang Putih,Bawang Putih
2017-08-18,30900,Bawang Putih,Bawang Putih
2017-08-21,30150,Bawang Putih,Bawang Putih
2017-08-22,30100,Bawang Putih,Bawang Putih
2017-08-23,29900,Bawang Putih,Bawang Putih
2017-08-24,30000,Bawang Putih,Bawang Putih
2017-08-25,29550,Bawang Putih,Bawang Putih
2017-08-28,29150,Bawang Putih,Bawang Putih
2017-08-29,29250,Bawang Putih,Bawang Putih
2017-08-30,29250,Bawang Putih,Bawang Putih
2017-08-31,29300,Bawang Putih,Bawang Putih
2017-09-04,29150,Bawang Putih,Bawang Putih
2017-09-05,28950,Bawang Putih,Bawang Putih
2017-09-06,28850,Bawang Putih,Bawang Putih
2017-09-07,28800,Bawang Putih,Bawang Putih
2017-09-08,28500,Bawang Putih,Bawang Putih
2017-09-11,28350,Bawang Putih,Bawang Putih
2017-09-12,28150,Bawang Putih,Bawang Putih
2017-09-13,28100,Bawang Putih,Bawang Putih
2017-09-14,28050,Bawang Putih,Bawang Putih
2017-09-15,28000,Bawang Putih,Bawang Putih
2017-09-18,27800,Bawang Putih,Bawang Putih
2017-09-19,27700,Bawang Putih,Bawang Putih
2017-09-20,27550,Bawang Putih,Bawang Putih
2017-09-22,27350,Bawang Putih,Bawang Putih
2017-09-25,26950,Bawang Putih,Bawang Putih
2017-09-26,26900,Bawang Putih,Bawang Putih
2017-09-27,26800,Bawang Putih,Bawang Putih
2017-09-28,26600,Bawang Putih,Bawang Putih
2017-09-29,26900,Bawang Putih,Bawang Putih
2017-10-02,26350,Bawang Putih,Bawang Putih
2017-10-03,26200,Bawang Putih,Bawang Putih
2017-10-04,26000,Bawang Putih,Bawang Putih
2017-10-05,26000,Bawang Putih,Bawang Putih
2017-10-06,25800,Bawang Putih,Bawang Putih
2017-10-09,25200,Bawang Putih,Bawang Putih
2017-10-10,25150,Bawang Putih,Bawang Putih
2017-10-11,25050,Bawang Putih,Bawang Putih
2017-10-12,24900,Bawang Putih,Bawang Putih
2017-10-13,24900,Bawang Putih,Bawang Putih
2017-10-16,24700,Bawang Putih,Bawang Putih
2017-10-17,24550,Bawang Putih,Bawang Putih
2017-10-18,24400,Bawang Putih,Bawang Putih
2017-10-19,24350,Bawang Putih,Bawang Putih
2017-10-20,24450,Bawang Putih,Bawang Putih
2017-10-23,24250,Bawang Putih,Bawang Putih
2017-10-24,24150,Bawang Putih,Bawang Putih
2017-10-25,24150,Bawang Putih,Bawang Putih
2017-10-26,24000,Bawang Putih,Bawang Putih
2017-10-27,23700,Bawang Putih,Bawang Putih
2017-10-30,23900,Bawang Putih,Bawang Putih
2017-10-31,23850,Bawang Putih,Bawang Putih
2017-11-01,24050,Bawang Putih,Bawang Putih
2017-11-02,23650,Bawang Putih,Bawang Putih
2017-11-03,23600,Bawang Putih,Bawang Putih
2017-11-06,23650,Bawang Putih,Bawang Putih
2017-11-07,23800,Bawang Putih,Bawang Putih
2017-11-08,23200,Bawang Putih,Bawang Putih
2017-11-09,23550,Bawang Putih,Bawang Putih
2017-11-10,23700,Bawang Putih,Bawang Putih
2017-11-13,24150,Bawang Putih,Bawang Putih
2017-11-14,24200,Bawang Putih,Bawang Putih
2017-11-15,24350,Bawang Putih,Bawang Putih
2017-11-16,24350,Bawang Putih,Bawang Putih
2017-11-17,24500,Bawang Putih,Bawang Putih
2017-11-20,24800,Bawang Putih,Bawang Putih
2017-11-21,24850,Bawang Putih,Bawang Putih
2017-11-22,24800,Bawang Putih,Bawang Putih
2017-11-23,24550,Bawang Putih,Bawang Putih
2017-11-24,24850,Bawang Putih,Bawang Putih
2017-11-27,24650,Bawang Putih,Bawang Putih
2017-11-28,24650,Bawang Putih,Bawang Putih
2017-11-29,24750,Bawang Putih,Bawang Putih
2017-11-30,24700,Bawang Putih,Bawang Putih
2017-12-01,28050,Bawang Putih,Bawang Putih
2017-12-04,24700,Bawang Putih,Bawang Putih
2017-12-05,24750,Bawang Putih,Bawang Putih
2017-12-06,24600,Bawang Putih,Bawang Putih
2017-12-07,24650,Bawang Putih,Bawang Putih
2017-12-08,24650,Bawang Putih,Bawang Putih
2017-12-11,24650,Bawang Putih,Bawang Putih
2017-12-12,24600,Bawang Putih,Bawang Putih
2017-12-13,24650,Bawang Putih,Bawang Putih
2017-12-14,24600,Bawang Putih,Bawang Putih
2017-12-15,24600,Bawang Putih,Bawang Putih
2017-12-18,24550,Bawang Putih,Bawang Putih
2017-12-19,24550,Bawang Putih,Bawang Putih
2017-12-20,24500,Bawang Putih,Bawang Putih
2017-12-21,24450,Bawang Putih,Bawang Putih
2017-12-22,24050,Bawang Putih,Bawang Putih
2017-12-27,24350,Bawang Putih,Bawang Putih
2017-12-28,24300,Bawang Putih,Bawang Putih
2017-12-29,24250,Bawang Putih,Bawang Putih
2017-01-03,39150,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-04,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-05,39300,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-06,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-09,38900,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-10,38950,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-11,39150,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-12,39050,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-13,39100,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-16,38750,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-17,38900,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-18,38900,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-19,38850,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-20,38850,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-23,38650,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-24,38600,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-25,38550,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-26,38500,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-27,38400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-30,38450,Bawang Putih Ukuran Sedang,Bawang Putih
2017-01-31,38550,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-01,38500,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-02,38450,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-03,38500,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-06,38650,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-07,38700,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-08,38600,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-09,38700,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-10,39000,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-13,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-14,39500,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-15,40000,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-16,39300,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-17,39250,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-20,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-21,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-22,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-23,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-24,39400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-27,39350,Bawang Putih Ukuran Sedang,Bawang Putih
2017-02-28,39150,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-01,39250,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-02,39250,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-03,39250,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-06,39200,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-07,39000,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-08,39000,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-09,39000,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-10,39100,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-13,38950,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-14,38950,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-15,38850,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-16,38800,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-17,38750,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-20,38800,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-21,38750,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-22,38450,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-23,38350,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-24,38300,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-27,38400,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-29,38350,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-30,38300,Bawang Putih Ukuran Sedang,Bawang Putih
2017-03-31,38300,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-03,39050,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-04,39250,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-05,39650,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-06,39600,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-07,39700,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-10,40250,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-11,40250,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-12,40700,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-13,40900,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-17,41100,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-18,41000,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-19,40700,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-20,41350,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-21,41800,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-25,45200,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-26,46450,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-27,47200,Bawang Putih Ukuran Sedang,Bawang Putih
2017-04-28,47850,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-02,50150,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-03,51100,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-04,51550,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-05,51500,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-08,52200,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-09,52850,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-10,52950,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-12,53000,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-15,53700,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-16,54150,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-17,53900,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-18,53950,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-19,54200,Bawang Putih Ukuran Sedang,Bawang Putih
2017-05-22,54500,Bawang Putih Ukuran Sedang,Bawang Putih
